username,created_at,lng,lat,text,,,,,,
Khetara65466693, Wed Jan 27 01:58:16 +0000 2021,73.87756,26.628415, @Kisn_M फॉलो बैक ,,,,,,
Aajayvishwakar2, Wed Jan 27 01:58:17 +0000 2021,77.695924,12.797378, @WeAreBangalore Nice ,,,,,,
jpjugalpatel143, Wed Jan 27 01:58:18 +0000 2021,73.137778,22.768889, #Jpjugalpatel #jpjugalpatel @ દેવ ભૂમિ ડાકોર કાનૂડા ના રાજ માં https://t.co/h4ovogggzB ,,,,,,
helloram327, Wed Jan 27 01:58:20 +0000 2021,78.289703,10.81879, Not even soul mate, may be our beloved one can do literally, whoever gossips, you are right master 😂 😂 ,,,
vijaysh48223462, Wed Jan 27 01:58:23 +0000 2021,72.874244,19.17414, @KavitaM40926111 पुरुषार्थहमें यह भ्रम नही पालन चाहिए कि भगवद आश्रय वाला साधक अकर्मण्य आलस्य में रहते हुए कुछ नहीं… https://t.co/aOVBsVvCc1 ,,,,,,
Raju30748208, Wed Jan 27 01:58:24 +0000 2021,72.789105,21.171369, 🚩जय हिन्द 🇮🇳 वंदेमातरम् 🚩ज्योति जला निज प्राण की बाती गढ़.बलिदान की आओ हम सब .चले उतारें माँ की पावन आरतीयह वसु… https://t.co/WPlR7SqxcV ,,,,,,
AnsariirfanAns6, Wed Jan 27 01:58:27 +0000 2021,72.874244,19.17414, @hussain786_fkh Walequmassalam worehmaitullhi wo baraqatohu wo magfiratohu aameen summa aameen ,,,,,,
Mahesh_4Akhil, Wed Jan 27 01:58:28 +0000 2021,82.584181,19.938705, @akhilfanforever https://t.co/pQh4toQAm8 ,,,,,,
GaneshK80466435, Wed Jan 27 01:58:30 +0000 2021,73.552853,18.786679, विविध प्रकारचे बॅनर उपलब्ध आहेGanesh kamble संपर्क 9834266062 https://t.co/wzwbajiN0Y ,,,,,,
SimplySukiP, Wed Jan 27 01:58:32 +0000 2021,78.385285,17.395038, తెలిసిన విషయమే ,,,,,,
S4NDY07, Wed Jan 27 01:58:35 +0000 2021,76.771244,18.817911, @finding_real_me @komu_7668 @Pravasi_Sattu @Sonal_Rv @Karus123SB @Ai_Ae_123 @Shubh_Says3 @nilchoudhari1 Live The Moment...👍 ,,,,,,
Devbartaula, Wed Jan 27 01:58:36 +0000 2021,84.13302,28.39085, @mahamaayaa हस् मैले तेस्तै अर्ने निर्लय लिएँ 😊 ,,,,,,
Nethu_Tae, Wed Jan 27 01:58:36 +0000 2021,80.764654,7.878661, @archivefortae I wanna squish his cheeks..🤧🤧😭🥺💜 https://t.co/d8STVILFgS ,,,,,,
nareshparashar, Wed Jan 27 01:58:36 +0000 2021,78.160087,26.063323, https://t.co/BLsjBloRdT ,,,,,,
aashu121sidd, Wed Jan 27 01:58:39 +0000 2021,80.867555,27.139758, किसानों के आंदोलन को बदनाम करने की साजिश थी Bjp sarkar apni puri tanasahi dikha rhi h . Hitler gardi h puri . Pea… https://t.co/EzCcugEHj8 ,,,,,,
MaharajShanker, Wed Jan 27 01:58:40 +0000 2021,78.385285,17.395038, https://t.co/3IhVDo7Xgn ,,,,,,
Sivakum51008820, Wed Jan 27 01:58:40 +0000 2021,78.143349,9.963089, @Sunitha562 @Divyakutty24 Very good morning https://t.co/I4qYgQFLvm ,,,,,,
m_s_tripathy, Wed Jan 27 01:58:42 +0000 2021,86.119164,20.94972, Hare Krishna 🙏🙏🙏 https://t.co/4cKResTwg6 ,,,,,,
KSMB77, Wed Jan 27 01:58:47 +0000 2021,77.556422,13.075209, @SagarKCult @KicchaSudeep 😣#VikrantRonaOnBurjKhalifa #KicchaSudeep #Kotigobba3 @KicchaSudeep #VikrantRona #TST https://t.co/ThKqQZNpcj ,,,,,,
samant_shekhar, Wed Jan 27 01:58:48 +0000 2021,74.480871,15.882988, @ameytirodkar Amey tujee satakle kai ,,,,,,
MaduraiTpk01, Wed Jan 27 01:58:48 +0000 2021,78.075865,9.878526, @ThalaArmyOnline #Valimai #ThalaAjith ,,,,,,
vvvnnnkumar, Wed Jan 27 01:58:48 +0000 2021,72.874244,19.17414, https://t.co/XHziBPoKsr ,,,,,,
Debashis1958, Wed Jan 27 01:58:50 +0000 2021,85.102038,25.569474, Whosoever flag may be, they all are criminals, with killer Instinct, they disobeyed our flag, tried to lynch our fo… https://t.co/JkPxVFC91P ,,
vijaysh48223462, Wed Jan 27 01:58:55 +0000 2021,72.874244,19.17414, @Bgp643445 🙏 *ॐ शांति* 🙏जैसे विकर्म का साथ देने वाला पापी है, वैसे ही *सुकर्म* का साथ देने वाला *पुण्यशील* है। अ… https://t.co/Q1bZmTpWwV ,,,,,
Anirudh02907859, Wed Jan 27 01:58:56 +0000 2021,83.395746,21.86799, @Krishna108kk1 ऊँ श्री गणेशाय नमः 🙏🙏 शुप्रभातम् जी ,,,,,,
SivnarayanYadav, Wed Jan 27 01:58:57 +0000 2021,73.226307,3.201397, सेवा सबैको गर तर आश कसैबाट नगर     किनकि सेवाको सहि मुल्य भगवानले          दिन्छन् मान्छेले होइन ! Good morning ☕️☕️🙏🙏😍😍 ,,,,,,
dnyadav, Wed Jan 27 01:58:58 +0000 2021,72.874244,19.17414, कल मोदी की नीति फेल और किसानों की कुट-नीति सफल रही। #KisanTractorTally ,,,,,,
JugalKhetan, Wed Jan 27 01:59:02 +0000 2021,85.102038,25.569474, https://t.co/jyrEfdWfuv ,,,,,,
INDRASINHRAJP11, Wed Jan 27 01:59:04 +0000 2021,71.291372,22.414713, 💐👌🏻 लोग कहते है …..😀 अगर अच्छे लोगो को ……..याद किया जाए तो वक्त अच्छा गुजरता है ..तो मैने सोचा… आपको याद कर लूँ… https://t.co/sxYImr3xVb ,,,,,,
bharatnila, Wed Jan 27 01:59:06 +0000 2021,82.995517,17.695646, @Kisanektamorcha @an_tyagi We are with you &amp; against Modi , Amit Shah,  Ambani &amp; Adani ,,,,
BantiNa15089677, Wed Jan 27 01:59:06 +0000 2021,78.420229,23.970895, @GeetaManjhi किसान एकता जिंदाबाद ,,,,,,
vijaysh48223462, Wed Jan 27 01:59:10 +0000 2021,72.874244,19.17414, @PriyankaPBjp 🙏 *ॐ शांति* 🙏जैसे विकर्म का साथ देने वाला पापी है, वैसे ही *सुकर्म* का साथ देने वाला *पुण्यशील* है।… https://t.co/5KqHeCCzjE ,,,,,
HRKevent, Wed Jan 27 01:59:17 +0000 2021,77.404476,23.272495, BHOPAL TALENT HUNT | REGISTER NOW - 30 January to 07 February - at 6:00 PM#hrkevent #hrkstudio #panchhitheopenmic… https://t.co/LgbIYSPRMg ,,,,,,
ErSurendra_bjp_, Wed Jan 27 01:59:19 +0000 2021,80.867555,27.139758, @doctorrichabjp हर हर महादेव ,,,,,,
ravishankar91, Wed Jan 27 01:59:19 +0000 2021,80.867555,27.139758, @THEGOGAI Jay shri ram🙏🚩🚩🚩 ,,,,,,
ShonimaV, Wed Jan 27 01:59:20 +0000 2021,76.136631,10.543192, 💜💜💜😻😻🥰 #winterpackage2021 #BTS #ot7lvr https://t.co/yU6kr82Hux ,,,,,,
AabaGosavi, Wed Jan 27 01:59:23 +0000 2021,76.771244,18.817911, #तिरंगा #तिरंगा_झंडा_गिरफ्तार #शेतकरी #शेतकरीआंदोलन #Farmers #FarmersProstests #Tricolour https://t.co/sWQwZFIEZs ,,,,,,
ViralJharsuguda, Wed Jan 27 01:59:26 +0000 2021,84.017883,21.860985, ଆଜିର୍ ମୁଖ୍ୟ ଖବର୍TODAY'S MORNING NEWS HEADLINES (27th January 2021)https://t.co/XjWvU9TnOY#SUBSCRIBE YOUTUBE CHA… https://t.co/sK3IdM2Df2 ,,,,,,
017shubh, Wed Jan 27 01:59:28 +0000 2021,73.031286,26.173613, @GautamGambhir @ArvindKejriwal You people are just opportunistic vultures! Shame on all the @&amp;₹@%#^ politicians who… https://t.co/EOt9KkD5In ,,,,,,
vijaysh48223462, Wed Jan 27 01:59:31 +0000 2021,72.874244,19.17414, @MahimaShastri 🙏 *ॐ शांति* 🙏जैसे विकर्म का साथ देने वाला पापी है, वैसे ही *सुकर्म* का साथ देने वाला *पुण्यशील* है… https://t.co/U979uzUEvB ,,,,,
ViralJharsuguda, Wed Jan 27 01:59:35 +0000 2021,84.017883,21.860985, 3👉ଆଜିର୍ ମୁଖ୍ୟ ଖବର୍TODAY'S MORNING NEWS HEADLINES (27th January 2021)https://t.co/XjWvU9TnOY#SUBSCRIBE YOUTUBE C… https://t.co/Y95vn5zvCT ,,,,,,
AnsariirfanAns6, Wed Jan 27 01:59:36 +0000 2021,72.874244,19.17414, @Rukhsarbegam0 Walequmassalam worehmaitullhi wo baraqatohu ,,,,,,
MUNENDRAKUMAR4, Wed Jan 27 01:59:40 +0000 2021,82.932955,25.373376, https://t.co/yTbba6u96J ,,,,,,
GaneshReddys7, Wed Jan 27 01:59:42 +0000 2021,85.385683,23.360435, @NixonJoseph1708 Very Good Morning ! ,,,,,,
vijaysh48223462, Wed Jan 27 01:59:42 +0000 2021,72.874244,19.17414, @sapnajoshi122 🙏 *ॐ शांति* 🙏जैसे विकर्म का साथ देने वाला पापी है, वैसे ही *सुकर्म* का साथ देने वाला *पुण्यशील* है… https://t.co/dINh1gAOfc ,,,,,
jpjugalpatel143, Wed Jan 27 01:59:42 +0000 2021,73.137778,22.768889, #jpjugalpatel @ દેવ ભૂમિ ડાકોર કાનૂડા ના રાજ માં https://t.co/ZQP70dH9Zw ,,,,,,
Rameshsudsar, Wed Jan 27 01:59:44 +0000 2021,73.87756,26.628415, @i_am_ravish बिल्कुल सही है। ,,,,,,
JoysreePatnaik, Wed Jan 27 01:59:46 +0000 2021,82.321703,20.948127, @DChaurasia2312 किसान आंदोलन में अराजक तत्व शामिल नहीं हुए  थे । ये  पुरा आंदोलन ही अराजक तत्वों का था। हन्नान मो… https://t.co/FcuZ7TKGYf ,,,,,,
BarunBose13, Wed Jan 27 01:59:49 +0000 2021,81.358745,21.158141, @Sanjayb03592969 Who will bell the cat! 🤔Everyone is interested in lion's share. The prey is smiling and enjoying. 🤗🤗 ,,,,,,
S4NDY07, Wed Jan 27 01:59:50 +0000 2021,73.874856,19.204474, @Nilesh_P_Z Good Morning Dada.🙏 ,,,,,,
Amankum25715450, Wed Jan 27 01:59:50 +0000 2021,86.520786,25.22269, @Sandeep_newss24 Godi media.. 😀😀😀 ,,,,,,
zvNC0Euu0zuNHLh, Wed Jan 27 01:59:52 +0000 2021,72.570232,23.013959, @Sarita25148177 जय सियाराम सा 🙏 ,,,,,,
vijaysh48223462, Wed Jan 27 01:59:53 +0000 2021,72.874244,19.17414, @sh44113329 🙏 *ॐ शांति* 🙏जैसे विकर्म का साथ देने वाला पापी है, वैसे ही *सुकर्म* का साथ देने वाला *पुण्यशील* है। अ… https://t.co/DB0oW9han5 ,,,,,
AnsariirfanAns6, Wed Jan 27 01:59:57 +0000 2021,72.874244,19.17414, @sadafsheriff35 Walequmassalam worehmaitullhi wo baraqatohu ,,,,,,
vasudevakudubag, Wed Jan 27 01:59:57 +0000 2021,76.921313,8.529236, @Ms_Poojaraj I think the Congress was right in the genocide in 84 riots if any one who forget the past and collude… https://t.co/OAdGl8UEkl ,,,,,,
ArjunGanj, Wed Jan 27 01:59:58 +0000 2021,80.764796,15.893908, 85) కేసుల నుండి బయటపడటం కోసం నవ నిర్మాణ దీక్షలు అని ప్రజల సొమ్ముతో అనవసర ఖర్చులు86) కేంద్రం ఇచ్చిన నిధులకు లెక్క… https://t.co/O4cudRYG33 ,,,,,,
sunilpatil81, Wed Jan 27 02:00:00 +0000 2021,73.680141,19.971298, @airtelindia @Viveklightart 🖕 ,,,,,,
mohitbharatiya_, Wed Jan 27 02:00:01 +0000 2021,72.874244,19.17414, I think now it’s time to teach tham a Lesson ! History will remember this Shameless incident . Now Government Shoul… https://t.co/b73klPV4Ku ,,,,,,
ViralJharsuguda, Wed Jan 27 02:00:01 +0000 2021,84.017883,21.860985, 2👉ଆଜିର୍ ମୁଖ୍ୟ ଖବର୍TODAY'S MORNING NEWS HEADLINES (27th January 2021)https://t.co/XjWvU9TnOY#SUBSCRIBE YOUTUBE C… https://t.co/7RdxvgoROY ,,,,,,
S4NDY07, Wed Jan 27 02:00:02 +0000 2021,76.771244,18.817911, @chetan_78p सुप्रभात..🙌 ,,,,,,
GhantaGhar, Wed Jan 27 02:00:02 +0000 2021,73.933608,18.603595, 7:30 AM ,,,,,,
SyedThaufiq, Wed Jan 27 02:00:03 +0000 2021,77.556422,13.075209, https://t.co/nVnXIAyXpN ,,,,,,
vijaysh48223462, Wed Jan 27 02:00:09 +0000 2021,72.874244,19.17414, @Vandana82758282 🙏 *ॐ शांति* 🙏जैसे विकर्म का साथ देने वाला पापी है, वैसे ही *सुकर्म* का साथ देने वाला *पुण्यशील*… https://t.co/UuIu49EBH3 ,,,,,
kkbookbox, Wed Jan 27 02:00:10 +0000 2021,75.900761,22.763523, Just posted a photo @ Kaffeinated Konversations https://t.co/lTfJaj9lB0 ,,,,,,
chhayameena75, Wed Jan 27 02:00:11 +0000 2021,76.074355,23.005071, @asharamjibapu_ बहुत सुंदर दिव्य सत्संग 🙏🌺बिल्कुल सच है वहीं शिष्य सार्थक है जो हजारों बाधाओं के आने पर भी नहीं रु… https://t.co/kvHQPoRL4x ,,,,,,
vijaysh48223462, Wed Jan 27 02:00:13 +0000 2021,72.874244,19.17414, @Hrpl63243933 🙏 *ॐ शांति* 🙏जैसे विकर्म का साथ देने वाला पापी है, वैसे ही *सुकर्म* का साथ देने वाला *पुण्यशील* है।… https://t.co/syqWLIOywF ,,,,,
RameshP06551958, Wed Jan 27 02:00:20 +0000 2021,74.263265,21.374647, Ramesh pawara https://t.co/lccO2anHXH ,,,,,,
MLMANDOWARA, Wed Jan 27 02:00:21 +0000 2021,73.87756,26.628415, Happy Republic day to you all🇮🇳#RamwritingArt https://t.co/wjG8Stxz3K ,,,,,,
Pradeep9399, Wed Jan 27 02:00:22 +0000 2021,78.420229,23.970895, पूर्ण विजय संकल्प हमारा, अनथक अविरत साधना ।निशिदिन प्रतिपल चलती आयी, राष्ट्रधर्म आराधना ।वंदे मातृभूमि वंदे, वंदे… https://t.co/1rXbfDuAzg ,,,
RajeshC16502623, Wed Jan 27 02:00:22 +0000 2021,78.919554,21.980553, Hari om ,,,,,,
MaharajShanker, Wed Jan 27 02:00:22 +0000 2021,78.385285,17.395038, https://t.co/vaar8UpUum ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:00:22 +0000 2021,72.874244,19.17414, @ItsAroush5 Walequmassalam worehmaitullhi wo baraqatohu ,,,,,,
Tamil65283970, Wed Jan 27 02:00:26 +0000 2021,78.289703,10.81879, @nila_lunaa Good morning 🤗 ,,,,,,
alberyang100, Wed Jan 27 02:00:25 +0000 2021,72.874244,19.17414, painting https://t.co/zM9dBC2AMr ,,,,,,
raosaveraS, Wed Jan 27 02:00:27 +0000 2021,80.065852,12.671487, @surjitbhalla This is utterly wasted argument CAA Farmers agitations both r a legitimate decent BJP cadre faces up… https://t.co/ELE8M9mho0 ,,,,,,
BulletSaravana6, Wed Jan 27 02:00:28 +0000 2021,77.866906,11.476308, வோட்டுகேட்க கொரோனவராது நினைவிடம் கட்சி மீட்டிங்(ஆலூம்கடாசிகள்)நடத்த கொரோனாவராது ஆனால் ஆடிப்படைதேவல பஸ்வசதியால் கோரோ… https://t.co/29eZdNgkGN ,,,,,,
MukulRPathak1, Wed Jan 27 02:00:29 +0000 2021,80.867555,27.139758, सही ,,,,,,
bharatp50025191, Wed Jan 27 02:00:30 +0000 2021,82.321703,20.948127, सेवन करना महापाप है | तमा + खू = तमाखू।खू नाम खून का तमा नाम गाय। सौ बार सौगंध इसे न पीयें-खाय।।यह तमाखू गाय के र… https://t.co/PpeSWUjSuP ,,,,,,
HeraigeyMary, Wed Jan 27 02:00:31 +0000 2021,73.226307,3.201397, @ShafiuJameel Gm ,,,,,,
Anirudh02907859, Wed Jan 27 02:00:32 +0000 2021,83.395746,21.86799, @VijayGa16340487 @RajeshDrone @RajVerm80073402 @_Sandip9 @kumar_hridaya @iamsonubaba @bjp_saraf @bjp4saurabhw62… https://t.co/OIGav7BrtB ,,,,,,
SairamService, Wed Jan 27 02:00:33 +0000 2021,78.289703,10.81879, https://t.co/msJnooPCz3 ,,,,,,
sudhirvenkatesh, Wed Jan 27 02:00:33 +0000 2021,80.2751,13.0812, #weddingseason @ Chennai, India https://t.co/DEufj2gH39 ,,,,,
MukulRPathak1, Wed Jan 27 02:00:34 +0000 2021,80.867555,27.139758, सही ,,,,,,
Kmeenak67508337, Wed Jan 27 02:00:34 +0000 2021,77.965474,10.084438, @Vandanaa12 Hi vanthana good morning ,,,,,,
pradeep92087065, Wed Jan 27 02:00:34 +0000 2021,80.346063,26.405874, @LambaAlka @INCIndia वोट जनता ने दिया है । गृहमंत्री जनता ने चुना है तुम तो वही हो न जिसका जनता ने जमानत जब्त करवा दिया था ?? ,,,,,,
Ghanshyam7337, Wed Jan 27 02:00:35 +0000 2021,72.789105,21.171369, Sant Shri Asharamji Bapu#AsharamjiBapuQuotes ,,,,,,
NarottmO, Wed Jan 27 02:00:39 +0000 2021,81.358745,21.158141, संत रामपाल जी  महाराज का मुकाबला नहीं है क्योंकि वे एक बाखबर हैं और पवित्र कुरान के अनुसार, केवल एक बाखबर को अल्लाह… https://t.co/XZ7E8ax5zT ,,,,,
pn1966gunjal, Wed Jan 27 02:00:39 +0000 2021,77.558448,12.923115, @ZeeNewsEnglish @sudhirchaudhary It is not farmers and farmer rallies. These are terrorists confirmed by there acti… https://t.co/f1C8RJbU1U ,,,,,,
s4saravv, Wed Jan 27 02:00:41 +0000 2021,78.289703,10.81879, இந்த திரட்ல அமலா வந்தா சொல்லுங்க மக்களே 😍😍😍 https://t.co/nb7wC2k6YH ,,,,,,
HariniMuppalla, Wed Jan 27 02:00:44 +0000 2021,78.385285,17.395038, @PraveenIFShere ,,,,,,
Chandru67444563, Wed Jan 27 02:00:45 +0000 2021,80.045128,13.121379, @ikamalhaasan Evalo periya actor and nathigar ungalunku vilavilaya🤣 ,,,,,,
MukulRPathak1, Wed Jan 27 02:00:47 +0000 2021,80.867555,27.139758, True ,,,,,,
RathoudGirraj, Wed Jan 27 02:00:49 +0000 2021,78.420229,23.970895, कुछ वैकार के लोगों को following से out कर दिया हैं।😠किसी काम के नहीं थे। ,,,,,,
sunilraghavan4, Wed Jan 27 02:00:51 +0000 2021,76.136631,10.543192, Time to revisit IT laws ,,,,,,
RElumal32666400, Wed Jan 27 02:00:51 +0000 2021,73.0655,20.206391, @Anthanan_Offl தேசியக்கொடிப்பறக்க வேண்டிய இடத்தில் காலிஸ்தான் கொடிய பறக்கவிட்டிருக்கான் நாயி...சீக்கியன். யோக்கியன்… https://t.co/vcTkX0A2SC ,,,,,,
Suhasini97patil, Wed Jan 27 02:00:56 +0000 2021,73.180515,22.276914, @RRAMAN3 @asharamjibapu_ @makarandmsgs @Nalini_om @nitikq @manishaParaswa2 @AnitaHarwani2 @VartikaOM… https://t.co/4CF5l8trcJ ,,,,,,
KSMB77, Wed Jan 27 02:00:56 +0000 2021,77.556422,13.075209, 4 days to go Yeng anustide Nan prakara promotion agilla anustide #VikrantRonaOnBurjKhalifa #KicchaSudeep… https://t.co/LjtwEog7Q5 ,,,,,,
BarunBose13, Wed Jan 27 02:00:58 +0000 2021,81.358745,21.158141, @MianWasik @RubikaLiyaquat Multiple services. 😊😊 ,,,,,,
rkdhimantd, Wed Jan 27 02:01:00 +0000 2021,80.867555,27.139758, हर कोई चाहता है कि उसके पास अपने सपनों का घर हो, लेकिन समाज मे ऐसे बहुत से मजबूर, लाचार लोग मौजूद हैं जिनके पास सही… https://t.co/wGvcavzvFh ,,,,
itsrajesh__, Wed Jan 27 02:01:02 +0000 2021,84.440852,20.188653, ଏଇ ତ ଜୀବନ ଆରମ୍ଭ ହେଇଛିଭୁଲ ହେଲେ ଠିକ୍ କରିବିଯଦି ଠିକ୍ ହୁଏ ଭାବିବିମୁଁ କେମିତି ଠିକ କଲି ଏ ଆ ଭାବିବିକିଛି ତ ଶିଖିବି… https://t.co/5SDUZu67NN ,,,,,,
Tamil65283970, Wed Jan 27 02:01:06 +0000 2021,78.289703,10.81879, @itzkarthik_v காலை வணக்கம்🙏 ,,,,,,
sharmavijaysss1, Wed Jan 27 02:01:07 +0000 2021,73.87756,26.628415, @BhimArmyChief ये शांति है https://t.co/lPOTKEgnQi ,,,,,,
VercettiRollin, Wed Jan 27 02:01:09 +0000 2021,85.385683,23.360435, @xsmxxkay Lol.  Everybody just assuming you to be ‘Too pretty to be single’ and  not even shooting their shot🤔 ,,,,,,
MLMANDOWARA, Wed Jan 27 02:01:10 +0000 2021,73.87756,26.628415, https://t.co/HV2yzH9icY ,,,,,,
DKSINGHYADAV6, Wed Jan 27 02:01:10 +0000 2021,80.867555,27.139758, #savegujaratnre @narendramodi  @nsitharaman  @TheOfficialSBI #AtmaNirbharBharat  Gujarat NRE  के कर्मचारियों की र… https://t.co/uxDBUbs4xx ,,,,,,
Ghanshyam7337, Wed Jan 27 02:01:11 +0000 2021,72.789105,21.171369, Sant Shri Asharamji Bapu#AsharamjiBapuQuotes ,,,,,,
Satishc65122179, Wed Jan 27 02:01:13 +0000 2021,83.777535,26.500299, ऐसी दशा कभी नहीं हुई 70 साल की बात करने वाले देश को जला के रख दिए हमारे किसान पुत्र सिपाही को किसानों ने नहीं कुछ उ… https://t.co/pWmQh25gou ,,,,,,
Anirudh02907859, Wed Jan 27 02:01:15 +0000 2021,83.395746,21.86799, @Ashokku31262301 जय श्रीराधे जी 🙏🙏 शुप्रभातम् जी ,,,,,,
VASANTH80146871, Wed Jan 27 02:01:17 +0000 2021,77.517136,12.918948, Just posted a video @ Raja Rajeshwari Nagar, Bangalore South https://t.co/i3NhTNbK6d ,,,,,
Kmeenak67508337, Wed Jan 27 02:01:18 +0000 2021,77.965474,10.084438, @Thilagavathi90 Hi thilaga good morning https://t.co/GikpzlUQmF ,,,,,,
ParveenKader, Wed Jan 27 02:01:20 +0000 2021,72.874244,19.17414, @fredhamilton @ravirajanpawar @ravinan30310294 @bagaispeaks @55659754Bhaskar @BN34772728 @RavinderKapur2… https://t.co/CoLTNYe1ml ,,,,,,
Ethiraj25048473, Wed Jan 27 02:01:21 +0000 2021,78.941172,12.960325, @meena4136 இதோ...அனுப்பியுள்ளேன்பாருங்கள் சகோதரி https://t.co/rstqpiKpBw ,,,,,,
Saroj25465099, Wed Jan 27 02:01:24 +0000 2021,84.13302,28.39085, पिसाब को प्रयोग ले ल्यौने परिवर्तन ,😲😲👌👌आज को येस्तो मल को हाहाकार उत्तम बिकल्प पिसाब बैन्क 🙏🙏 https://t.co/zuEWkcJf2X ,,,,,
nageshkr, Wed Jan 27 02:01:26 +0000 2021,77.628993,12.981211, Just posted a photo @ Halasuru https://t.co/ui3VnUh6C6 ,,,,,,
SashiOdisha, Wed Jan 27 02:01:26 +0000 2021,84.633668,19.206865, #Shame on #KhalistaniTerrorists #KhalistaniBreakingRules ,,,,,,
Shirazlatiff, Wed Jan 27 02:01:26 +0000 2021,80.764654,7.878661, https://t.co/LHuGLvhF8H sadly these ministers are too slow to act and cannot keep up with the pace @GotabayaR expec… https://t.co/iMgqaNCRRI ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:01:27 +0000 2021,72.874244,19.17414, @PreetiBhabhi1 @Shakuntala_2 Good morning my dear ,,,,,,
s4saravv, Wed Jan 27 02:01:27 +0000 2021,78.289703,10.81879, @RamTwitss செஞ்சுடானுங்க சில்ரைங்க ,,,,,,
SaidurTattooz, Wed Jan 27 02:01:27 +0000 2021,83.398526,21.973952, Just posted a video @ Lakshmi ink bd https://t.co/6Ef9mGn4DT ,,,,,,
04Yaduvanshi, Wed Jan 27 02:01:28 +0000 2021,85.29277,25.508257, @rohini_sgh tm. jaise madharchodd log ka kya hi khna tm jaise harami dogle logo ko jitna gaali de kam hai. tm to. d… https://t.co/RvYKtuUYZ1 ,,,,,,
VASANTH80146871, Wed Jan 27 02:01:29 +0000 2021,77.517136,12.918948, Just posted a photo @ Raja Rajeshwari Nagar, Bangalore South https://t.co/zfPJOFBoFg ,,,,,
vlp1994, Wed Jan 27 02:01:32 +0000 2021,77.556422,13.075209, ❤️❤️❤️ https://t.co/3lQxbqTR0j ,,,,,,
Saroj25465099, Wed Jan 27 02:01:32 +0000 2021,84.13302,28.39085, https://t.co/SCLu5RUpPh ,,,,,,
Anirudh02907859, Wed Jan 27 02:01:33 +0000 2021,83.395746,21.86799, @singh2000r ऊँ गण गण गणपतये नमः सुबह की राम राम जी भैया 🙏🙏 ,,,,,,
AkkiRaaj5, Wed Jan 27 02:01:35 +0000 2021,85.385683,23.360435, @GDBakshi2 Bilkul sahi bole hai aap ,,,,,,
BantiNa15089677, Wed Jan 27 02:01:36 +0000 2021,78.420229,23.970895, @digvijaya_28 अति सत्यजय हो परम आदरणीय राजा साहब ,,,,,,
DivyamThakur19, Wed Jan 27 02:01:36 +0000 2021,85.488347,26.14736, इस प्यार को हम क्या नाम दें?@AtifBjp @KanganaTeam @priyankachopra @diljitdosanjh @babykumaribjp @narendramodi… https://t.co/YjZqBXijun ,,,,,,
dr_harimohan, Wed Jan 27 02:01:40 +0000 2021,73.035886,19.09673, गणतंत्र दिवस के उपलक्ष्य में वेदांत हॉस्पिटल हॉस्पिटल राजगढ़ में सभी स्टाफ ने झंडारोहण  कार्यक्रम   में भाग लिया डा… https://t.co/pZpDQWUmQH ,,,,,,
tubeteika_s_ush, Wed Jan 27 02:01:45 +0000 2021,73.226307,3.201397, @sergiy_taran @ixFlihbpKGtyAUi Этот принцип работал только в речах Пети.Все как и сейчас решали без присутствия Ук… https://t.co/tLFhEncsZr ,,,,,,
ShivPra76206443, Wed Jan 27 02:01:47 +0000 2021,72.874244,19.17414, Today whole Nation want to know what action will be taken against Maoists,if anyone will be spared it will mean tha… https://t.co/5HMxsPwh9q ,,,,,
AshokKu64830318, Wed Jan 27 02:01:47 +0000 2021,73.87756,26.628415, @BhimArmyChief Happy republic day 🇮🇳 ,,,,,,
gauravpatil754, Wed Jan 27 02:01:48 +0000 2021,75.522996,20.982676, @oneplus Never settle , for OnePlus buds z ,,,,,
j4jishun, Wed Jan 27 02:01:51 +0000 2021,72.834707,18.921843, Just posted a photo @ Gateway of India https://t.co/KFpwqk2HLm ,,,,,,
ZuberBeg15, Wed Jan 27 02:01:51 +0000 2021,76.771244,18.817911, Dlal he.. A b p ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:01:53 +0000 2021,72.874244,19.17414, @alisindhu985 @Kiranroshni4 Walequmassalam worehmaitullhi wo baraqatohu wo magfiratohu ,,,,,,
babu_sahebchauh, Wed Jan 27 02:01:56 +0000 2021,85.385683,23.360435, झंडा लगा कर क्या जीत गएजो हारे हो उसका अंदाजा भी नही है#दिल्ली_पुलिस_लट्ठ_बजाओ ,,,,,,
Anirudh02907859, Wed Jan 27 02:01:57 +0000 2021,83.395746,21.86799, @Verma18311652 जय श्री कृष्णा जी 🙏🙏 शुप्रभातम् जी ,,,,,,
INDRAJE17529912, Wed Jan 27 02:01:59 +0000 2021,84.901763,25.466477, 🌅 #GodMorningWednesdayपृथ्वी पर सबसे बड़े आश्चर्य की बात यह है कि हम रोज लोगों को मरते हुए देखते हैं लेकिन अपनी… https://t.co/gjsxOnkHNl ,,,,,,
Khetara65466693, Wed Jan 27 02:01:59 +0000 2021,73.87756,26.628415, #नईप्रोफ़ाइलतस्वीर https://t.co/sn15PV4jCS ,,,,,,
VASANTH80146871, Wed Jan 27 02:02:00 +0000 2021,77.517136,12.918948, Just posted a video @ Raja Rajeshwari Nagar, Bangalore South https://t.co/GR6G31n1mc ,,,,,
